,Unnamed: 0,Date,Title,Summary,Url,Label
1125,1125,2019-03-20 16:55,구글 게임시장 진출 소식에소니닌텐도,니혼게이자이신문은 월 기업결산일인 일을 앞두고 개인투자자들이 배당을 목적으로 가벼운 중소형주 투자에 뛰어들었다고 설명했다특히 이날 구글이 게이밍 스트리밍 플랫폼인 스타디아를 발표하면서 닌텐도 소니가 하락했다 블룸버그는 소니와 닌텐도는 하드웨어 플랫폼 사업 모델을 만들었지만 구글이 스트리밍 플랫폼을 출시하며 사업 모델 자체가 존폐 기로에 섰다고 평가했다,https://finance.naver.com/news/news_read.nhn?article_id=0004191601&office_id=008&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1127,1127,2019-03-20 16:34,힘없는 하루 보낸 증시 앞두고 관망세,장 후반부에 수급이 개선되긴 했으나 주식시장 분위기를 뒤바꿀 만한 수준은 아니었다 결국 코스피지수는 약보합 코스닥지수는 강보합 마감했다 기관과 개인이 각각 억원 억원 순매수했지만 외국인이 억원어치를 팔며 지수의 발목을 붙잡았다 외국인과 기관은 코스피 선물시장에서도 계약 계약 순매도했다코스닥지수는 전거래일 대비  오른 에 마감했다,https://finance.naver.com/news/news_read.nhn?article_id=0000429613&office_id=366&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1128,1128,2019-03-20 10:35,사회재난된 미세먼지공기청정기 시장 배 성장,미세먼지 비상저감조치가 발령된 일 오전 마스크를 쓰고 출근하는 시민들  사진연합뉴스 미세먼지 비상저감조치가 발령된 일 오전 마스크를 쓰고 출근하는 시민들  사진연합뉴스  모바일한경 구독신청  한국경제    무단전재 및 재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004110506&office_id=015&mode=mainnews&type=&date=2019-03-20&page=1,1.0
1129,1129,2019-03-20 8:50,지지부진한 증시 연준 기대감무역협상 경계감,지지부진한 국내 증시 흐름 속에 이틀 간 열리는 미국 연방공개시장위원회에서 증시를 끌어올릴 만한 재료 출현이 주목된다 미중 무역협상 진행 상황에 따른 증시 움직임이 큰 가운데 국내 증시는 이익 모멘텀이 강한 업종 선택 전략이 여전히 유효하다일 뉴욕증시에서 다우존스 산업지수는 전날보다  내린 만로 장을 마쳤다 스탠다드앤드푸어스 지수는  떨어진 을 나타냈다 기술주 중심의 나스닥은  오르며 로 마감했다유로존 경기 바닥론에 힘입어 상승 출발했으나 미중 무역협상 관련 상반된 보도들이 나오면서 투자 심리를 얼어붙게 했다 미국 주요 언론은 미중 고위급 무역협상이 다음주부터 재개되고 월말까지 협상 타결이 양국의 목표라고 보도했다 하지만 블롬버그는 중국이 미국에 제안한 일부 사안을 철회할 수 있고 특히 지적재산권 관련 일부 약속을 철회해 미국의 반발이 예상된다고 언급했다연방준비제도의 에 대한 글로벌 금융시장의 관심은 집중된다 비둘기파적 연준은 호재라는 공식이 상당기간 높은 신뢰도를 보여왔기 때문이다 금리 동결에서 나아가 인하에 대한 기대감과 함께 자산매각 종료 시점에 대한 코멘트가 주요 관심사다조연준 유안타증권 연구원은 연준에 대한 시장의 기대감은 높지만 회의결과 자체가 시장의 상승 동력이 되기 어려울 수도 있다면서도 경기 모멘텀이 강하지 않아 안전자산 선호도를 낮게 하게 시장의 하방을 견고하게 만들어주는 역할은 할 것이라고 전망했다국내 증시 전략에 대해 문다솔 하이투자증권 연구원은 분기 실적시즌을 지나며 이익 모멘텀이 강화지속될 수 있는 업종을 찾는 것이 가장 우선순위라며 국내 증시가 기관 수급여력에만 의존해있는 상황을 감안하면 모멘텀에 더욱 민감한 유럽계 자금 흐름을 함께 고려하면 업종 선택에 유리할 것이라고 판단했다 문 연구원은 충족 업종으로 정유비철조선화장품의류소프트웨어디스플레이 등을 꼽았다배규민 기자,https://finance.naver.com/news/news_read.nhn?article_id=0004191137&office_id=008&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1130,1130,2019-03-20 8:41,선물시장이 비트코인 가격하락 부추겼다투자자들의 절규,선물 중단하자 이참에 선물시장 폐쇄해야 주장도사진 사진사진 사진  모바일한경 구독신청  한국경제    무단전재 및 재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004110392&office_id=015&mode=mainnews&type=&date=2019-03-20&page=1,-1.0
1131,1131,2019-03-20 7:30,미세먼지서 얻는 투자 아이디어,금리 전망 측면에서 연준이 를 통해 시장의 기대치를 넘어서는 수준의 비둘기파적 결론을 제시하기는 쉽지 않을 수 있다부족한 상황이기 때문에 종목 중심의 흐름이 이어질 가능성이 존재한다미세먼지를 피하기 힘든 환경 속에 있지만 이로 인한 산업별 영향을 분석해 보고 관련주를 발굴해 보는 것은 시장 참여자에게 새로운 투자의 기회를 제공하고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0004433157&office_id=277&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1132,1132,2019-03-20 6:49,미중 무역협상 관심 속 혼조,연준은 이날부터 연방공개시장위원회 회의에 돌입했으며 일 회의를 마친 후 기준금리를 동결하면서 자산매각 프로그램의 조기 종료 계획을 발표할 것으로 예상된다다우지수는 장 초반 포인트 가까이 올랐으며 과 나스닥지수 역시 대 강세를 나타냈지만 미중 무역협상 실패 우려가 제기되며 상승 폭을 줄였다블룸버그는 이날 중국이 미국의요구에 반발해 일부 제안을 철회할 수 있다고 보도했다,https://finance.naver.com/news/news_read.nhn?article_id=0003523562&office_id=011&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1134,1134,2019-03-20 6:00,지난해 증권신고서 접수 건정정요구 비율,정정요구 비율은 전년 대비 포인트 늘었다일 금융감독원에 따르면 지난해 접수된 증권신고서는 전년 동기 대비 건 증가한 건으로 집계됐다주식발행 건수는 같은 기간 건 감소한 건을 기록했다 다만 우리금융지주 설립 관련 포괄적 주식이전 등으로 합병 금액은 조원 증가한 조억원을 기록했다증권신고서 가운데 정정요구 건수는 건으로 전년 동기 대비 건 늘었다,https://finance.naver.com/news/news_read.nhn?article_id=0009122770&office_id=003&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1135,1135,2019-03-20 6:00,지난해 주식 발행 줄고 회사채 발행은 늘고,건수는 년 건에서 지난해에는 건으로 건 증가했고 금액도 조억원에서 조억원으로 조억원이 늘어났다합병 등 건수는 건이 줄었으나 우리금융지주 설립 관련 포괄적 주식이전 등 대규모 조직변경으로 인해 금액은 전년 대비 조원이나 증가했다지난해 증권신고서에 대한 정정요구 건수와 비율은 각각 건 로 전년과 유사한 수준을 보였고 주식과 합병 등 증권신고서에 집중됐다주식 증권신고서의 경우 재무구조 취약 기업의 투자위험 등 중요사항 미기재에 따른 정정요구 비율이 포인트 상승했다,https://finance.naver.com/news/news_read.nhn?article_id=0004433103&office_id=277&mode=mainnews&type=&date=2019-03-20&page=1,-1.0
1136,1136,2019-03-20 6:01,현대오토에버 효과소외테마 주 봄볕,하지만 올해 새 얼굴 현대오토에버의 합류 효과로 스포트라이트를 받고 있다일 한국거래소에 따르면 삼성에스디에스는 지난 일 전일보다 원 상승한 만원에 거래를 마쳤다 그러나 새해 들어 반등 조짐을 나타내는 등 투자자들의 관심이 모이고 있다앞서 롯데정보통신은 회사가 제시한 공모가 희망 밴드가 만원만원이었지만 만원에 공모가가 확정됐다 코스피 상장 첫날인 지난해 월 일 주가는 공모가에 못 미치는 만원에 그쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0002317772&office_id=119&mode=mainnews&type=&date=2019-03-20&page=1,1.0
1137,1137,2019-03-20 5:51,대 그룹 계열사로 번진 룰 공포,최대주주인  지분이 에 달하지만 감사감사위원 선임에 대한 대주주 의결권을 로 제한하는 룰에 발목 잡혀 감사위원 선임이 불발된 것이다금융투자업계에서는 리테일의 감사 선임 무산을 충격으로 받아들이고 있다 감사감사위원 선임을 앞둔 기업에 있어선 리테일의 감사 선임 부결은 공포 그 자체로 다가오는 상황이다일 상장사협의회에 따르면 올해 주총에서 룰에 걸려 감사위원 선임이 불발된 상장사는 리테일 오르비텍 등 총 곳이다,https://finance.naver.com/news/news_read.nhn?article_id=0004334191&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1138,1138,2019-03-20 5:41,삼성전자  파트론 외국인 주식쇼핑 따라할까,반도체주를 제외한        도 평균 대 수익률을 내며 나쁘지 않은 흐름을 보였다코스닥 시장에서는 반도체와 더불어 바이오주에 대한 관심이 돋보였다 특히 삼천당제약과 파트론이 를 웃도는 수익률을 거두는 등 외인들의 선택을 받은 주식 모두가 우상향 흐름을 보였다흥미로운 부분은 외국인이 매도한 주식들의 성적표는 좋지 않았다는 점이다올 들어 코스피 시장에서 외국인이 가장 많이 팔아 치운 주식은 금융 으로 억원 규모다,https://finance.naver.com/news/news_read.nhn?article_id=0004334189&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,1.0
1139,1139,2019-03-20 5:30,애널리스트들도 당한 감사의견 거절무더기 상폐 공포,그러나 사흘 뒤인 일 라이트론은 회계법인에서 감사의견을 받지 못해 상장폐지 대상이 됐다앞서 지난달 일 토러스투자증권은 라이트론에 목표 주가 만원의 매수 의견을 제시했고 키움증권도 산업보고서에서 사업 전망을 소개했다 개인뿐 아니라 지분을 보유하고 있는 기관과 외국인들도 큰 충격을 받는 모습이다 증권사 보고서가 나왔던 라이트론도 감사의견 거절이 확정됐다,https://finance.naver.com/news/news_read.nhn?article_id=0004191084&office_id=008&mode=mainnews&type=&date=2019-03-20&page=1,-1.0
1140,1140,2019-03-20 5:21,정책수혜 기대로 우르르 투자했다가 낭패,기관투자자들이 투자에 열을 올렸던 인프라는 물론이고 부동산 선박 항공 등 실물자산에 대한 투자가 특히 정책 변수에 따라 울고 웃는다인프라 못지않게 정책 리스크가 큰 대체투자 부문이 바로 풍력발전이나 태양광 같은 신재생 에너지 투자다 정부의 부동산 정책에 따라 주택시장은 물론이고 오피스 빌딩 시장도 출렁이면서 수익률이 떨어지는 경우가 왕왕 있다,https://finance.naver.com/news/news_read.nhn?article_id=0004334185&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,-1.0
1141,1141,2019-03-20 5:21,국민연금 어디 투자일상 된 따라하기,중간에 무산된 국내외 대체투자 프로젝트에서 천문학적 부실이 났기 때문이다 대출형은 조억원으로  개발형과 리츠형은 각각  에 그쳤다투자자산은 점차 다양화되고 있지만 특정 투자처에 자금이 몰리는 쏠림현상은 지속되고 있다는 게 전문가들의 분석이다운용사 대표는 한 기관이 특정 투자처에서 짭짤한 수익을 내면 다른 기관이 이를 좇다 과열이 되고 그러다 수익률이 떨어지면 잠잠해지다 다시 새로운 딜이 성공하면 유사 딜이 쏟아져 나오는 모습이 반복된다고 말했다,https://finance.naver.com/news/news_read.nhn?article_id=0004334182&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,-1.0
1142,1142,2019-03-20 5:16,기업 감리 최소화벤처 육성 힘받는다,회계환경 변화로 부담을 호소하는 기업들의 반발을 줄여 회계 투명성을 높이겠다는 취지로 풀이된다일 금융투자 업계에 따르면 금융위원회는 신외감법 시행에 따른 기업의 부담을 덜어주기 위해 보완책을 마련 중이다 금융위 관계자는 상장 전 감리에 대해서는  적용이 힘들 것이라는 의견들이 많았다며 거래소 금감원과 협의 후 곧 감리 선진화 방안을 발표할 예정이라고 전했다회계처리 위반을 제재하는 양정 기준 개선안도 다음달 시행될 예정이다,https://finance.naver.com/news/news_read.nhn?article_id=0004334181&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,1.0
1143,1143,2019-03-20 5:11,주주는 현금을 좋아해현물배당 년 달랑 건뿐,현물보다는 현금을 선호하는 주주들의 성향 때문으로 분석된다일 한국거래소에 따르면 현물 배당제도를 도입한 년 월부터 이날까지 약 년간 유가증권시장 상장사 가운데 제도를 활용한 곳은 우진 대성합동지주 쌍용양회공업 등 곳이다 쌍용양회공업은 년 월 쌍용정보통신 만여주를 배당했다 때문에 제도를 도입한 상장사는 꾸준히 늘었다 현물배당 제도를 정관에 도입한 상장사는 년 코스피 곳 코스닥 곳이다,https://finance.naver.com/news/news_read.nhn?article_id=0004334180&office_id=018&mode=mainnews&type=&date=2019-03-20&page=1,0.0
1144,1144,2019-03-21 23:16,하락 출발 후 반등연준 금리동결 소화고용 호조,뉴욕증권거래소뉴스 뉴욕증권거래소뉴스 김정한 기자  일 뉴욕증시 대 지수가 하락 출발 후 반등하고 있다 나스닥종합지수는  뛴 를 가리키고 있다이날 발표된 지난 일 마감 기준 미국의 주간 실업수당청구건수는 전주보다 건 감소한 만건으로 나타났다 시장 예상치인 만건을 밑돌았다 고용시장의 인력수급이 빽빽하다는 의미다,https://finance.naver.com/news/news_read.nhn?article_id=0003895175&office_id=421&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1145,1145,2019-03-21 16:21,엇갈린 증시 코스피 오르고 코스닥 내리고,서울뉴시스최동준 기자  코스피 지수가 전 거래일보다 포인트 오른 로 장을 마친 일 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다  서울뉴시스최동준 기자  코스닥 지수가 전 거래일보다 포인트 하락한 로 장을 마친 일 서울 중구 하나은행 딜링룸에서 딜러들이 업무를 보고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0009127309&office_id=003&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1147,1147,2019-03-21 17:31,비둘기에 뛴 위안화 다음주엔 무역회담,이날 중국 상무부 가오펑 대변인은 일 중국 베이징에서 협상을 한다고 밝히고 월 초 미국에서 추가 협상을 진행한다고 덧붙였다이날 홍콩 항셍지수는  하락한 만에 대만의 자취안 지수는  상승한 만에 장을 마쳤다일본은 국경일인 춘분의 날이어서 증시가 열리지 않았다김주동 기자,https://finance.naver.com/news/news_read.nhn?article_id=0004192307&office_id=008&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1148,1148,2019-03-21 17:12,모처럼 볕든 반도체코스닥은 감사 리스크에 긴장,코스닥 상장사를 중심으로 감사 리스크가 잇따라 불거지면서 경계감을 키우고 있다일 코스피 지수는 전 거래일 대비 포인트 오른 에 거래를 마쳤다 지수는 포인트 오른 로 출발해 장중 한때 선을 넘는 등 강세를 보였다반도체 업종이 지수를 견인했다 반도체 업황 우려가 완화되고 하반기 투자가 늘 것이란 기대감 속에 등 반도체 관련주들도 강세를 보였다증권가에서는 반도체 업황이 하반기로 갈수록 완만한 개선세를 보일 것이라 전망했다,https://finance.naver.com/news/news_read.nhn?article_id=0000429728&office_id=366&mode=mainnews&type=&date=2019-03-21&page=1,1.0
1150,1150,2019-03-21 8:45,연준 기준금리 동결위험자산 선호 심리 부각,연방준비제도가 올해 금리 동결을 공표하면서 사실상 긴축 사이클 중단을 시사했다 미중 무역협상 불확실성이 높아진 점은 부담이다일뉴욕 증시에서 다우존스 산업평균지수는 포인트 내린 에 거래를 마쳤다 스탠더드앤드푸어스  지수는 포인트 떨어진 로 마감했다 기술주 중심의 나스닥 지수는 포인트 오른 를 기록했다연준의 비둘기파 정책 발표에도 무역협상 불확실성 등으로 혼조세로 마감했다 올해는 금리 인상이 없을 것을 시사했다,https://finance.naver.com/news/news_read.nhn?article_id=0004191796&office_id=008&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1151,1151,2019-03-21 7:49,연준보다는 미중 무역 불확실성,미중 무역협상 불확실성 여파가 지속되고 있기 때문이다연준이 금리를 동결했다 다만 장 마감을 앞두고  보다 미중 무역협상 불확실성에 더 주목하는 경향을 보이며 재차 매물 출회되며 혼조세를 보였다도널드 트럼프 미국 대통령이 대 중 관세는 상당기간 유지 될 것이며 우리는 관세를 없애는 것이 아니라 유지하는 방안에 대해서 논의하고 있다고 주장했다 이미 예견된 내용이었으며 미중 무역협상 불확실성 여파도 영향을준 것으로 추정된다,https://finance.naver.com/news/news_read.nhn?article_id=0004434010&office_id=277&mode=mainnews&type=&date=2019-03-21&page=1,-1.0
1152,1152,2019-03-21 7:00,증권사가 추천하는 중국 주식은,국내 주요 증권사는 높아진 중국 증시에 대한 관심을 반영해 유망 종목을 내놓고 있다일 금융투자업계에 따르면 연초 이후 전날까지 전날 상하이종합지수는 에서 으로  급등했다김학균 신영증권 리서치센터장은 중국 증시가 오랜 침체를 뒤로 하고 급등세를 기록하고 있고 미중 무역분쟁 완화에 대한 기대감도 중국 주가상승에 투영되고 있다면서 잇따라 나오고 있는 중국의 경기 부양책이 글로벌 경기에 미칠 영향도 관심사가 아닐 수 없다고 말했다김 센터장은 중국 증시는 오는 분기 고점이 예상돼 단기적으로 매수를 유지해야 한다고 조언했다,https://finance.naver.com/news/news_read.nhn?article_id=0009125323&office_id=003&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1153,1153,2019-03-21 6:30,코스피 상승세 둔화외국인 셀코리아 나선다,그러나 북미회담 협상 결렬과 반도체 가격하락 등 국내 증시에 상승 동력이 쇠진 외국인들의 자금이 잇달아 빠져나가고 있는 모습이다일 한국거래소에 따르면 이달 들어 전날까지 유가증권시장에서 외국인 투자자들은 억원을 순매도한 걸로 집계됐다,https://finance.naver.com/news/news_read.nhn?article_id=0009125314&office_id=003&mode=mainnews&type=&date=2019-03-21&page=1,-1.0
1155,1155,2019-03-21 5:21,거침없는 브라질 증시삼바랠리 계속할까,이렇듯 연금개혁안은 호재와 악재를 동시에 반영하는 재료로 해석된다김세희 자산운용 글로벌운용본부 매니저는 브라질 증시가 추가로 오를 여지가 있는 것은 맞지만 정치적 변수를 고려하면 중간에 조정을 받을 수 있다며 증시가 출렁이는 포인트를 고려해서 분할 매수하는 투자 전략을 취하는 것이 낫다고 권유했다브라질 투자에 있어서 환율도 무시할 수 없다,https://finance.naver.com/news/news_read.nhn?article_id=0004335112&office_id=018&mode=mainnews&type=&date=2019-03-21&page=1,1.0
1156,1156,2019-03-21 4:36,올해 금리 인상 없다에 국채 금리 뚝년 월 최저,제롬 파월 미국 연방준비제도 의장이 일 연방공개시장위원회 정례회의 이후 기자회견을 하고 있다 종합 경제정보 미디어 이데일리  무단전재  재배포 금지,https://finance.naver.com/news/news_read.nhn?article_id=0004335105&office_id=018&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1157,1157,2019-03-21 3:04,금감원 한투 발행어음 처리 머뭇머뭇 금융시장만 혼란,금융감독원이 제호 초대형 투자은행인 한국투자증권의 발행어음 관련 징계 여부를 결정짓지 못하고 차일피일 미루면서 금융시장에 혼란만 주고 있다는 지적이 나오고 있다금감원 관계자는 보통은 매달 마지막 주 목요일에 제재심의위원회를 여는데 이달 일에는 회의를 열지 아직 결정되지 않았다며 일 국회 업무보고가 잡혀 있어 제재심이 아예 월로 미뤄질 공산이 크다고 밝혔다년 한투증권은 발행어음으로 조달한 억 원의 자금을 특수목적회사에 빌려줬다 한 증권업계 관계자는 금융당국의 제재 문제 때문에 한투증권이  계열사들의 회사채 발행에 손을 대지 못하는 것 같다고 전했다,https://finance.naver.com/news/news_read.nhn?article_id=0003205664&office_id=020&mode=mainnews&type=&date=2019-03-21&page=1,-1.0
1158,1158,2019-03-21 3:04,삼성전자 액면분할 후 첫 주총 명 몰려,일 서울 서초구 삼성전자 서초사옥에서 열린 삼성전자 제기 정기 주주총회에서 김기남 부회장이 인사말을 하고 있다 삼성전자 제공 일 서울 서초구 삼성전자 서초사옥에서 열린 삼성전자 제기 정기 주주총회에서 김기남 부회장이 인사말을 하고 있다 이에 대해 부문장인 김기남 부회장은 반도체 산업은 자본 투자도 중요하지만 기술 장벽이 높다,https://finance.naver.com/news/news_read.nhn?article_id=0003205662&office_id=020&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1159,1159,2019-03-21 0:32,국민연금 삼성바이오 주총 안건 반대,다만 공단에서 의결권 행사 또는 반대 주주권행사의 이행여부 등에 대해 판단하기 곤란한 사안 등은 기금운용본부의 분석 등을 거쳐 수탁자책임 전문위원회에서 결정한다이날 위원회 결정에 따라 국민연금은 오는 일 정기주주총회를 여는 삼성바이오로직스 주총 안건 중 재무제표 승인의 건 사내이사 선임의 건 사외이사 선임의 건 이사보수한도 승인의 건 등에 대해 반대표를 던지기로 결정했다위원회는 재무제표 승인의 건 이사보수한도 승인의 건 대해서는 증권선물거래위원회 감리결과 및 제재조치 취지 등을 감안했다고 밝혔다사내이사 선임의 건에 대해서는 기업가치 훼손 내지 주주권익 침해 이력에 해당한다고 판단했다고 설명했다,https://finance.naver.com/news/news_read.nhn?article_id=0004196927&office_id=014&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1160,1160,2019-03-21 7:21,연준발 훈풍에도 혼조,트럼프 대통령은 중국과 협상을 타결하고 나면 중국이 이를 준수할 것이란 점을 확실히 해야 한다고 덧붙였다종목별로는 모건체이스가  하락했다 뉴욕상업거래소에서 월 인도분 서부 텍사스산 원유 가격은 배럴당 달러 상승한 달러에 거래를 마쳤다 뉴욕상품거래소에서 월 인도분 금은 온스당 달러 하락한 달러에 거래를 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0003524270&office_id=011&mode=mainnews&type=&date=2019-03-21&page=1,0.0
1161,1161,2019-03-21 7:06,연준 금리 동결에은행주 급락,또 그동안 정책결정 성명에 포함했던 추가적점진적인 금리 인상이라는 문구를 삭제하고 금리 인상에 대한 인내심 정책을 유지키로 하면서 올해 금리를 차례도 인상하지 않을 수 있음을 시사했다연준은 미국 경제의 둔화 가능성을 이유로 내년까지 금리 인상이 한 번만 더 있을 것으로 판단했다,https://finance.naver.com/news/news_read.nhn?article_id=0004191769&office_id=008&mode=mainnews&type=&date=2019-03-21&page=1,-1.0
1162,1162,2019-03-22 23:06,하락 출발 후 낙폭 확대경기 둔화 우려 확산,이틀 전 미국 연방준비제도가 경기 둔화를 우려해 통화완화정책 입장을 밝힌 데 이어 유럽에서 나온 부진한 지표들도 경기 둔화를 예고함에 따라 투자자들의 투자심리가 위축되고 있다로이터통신에 따르면 개장 분 후 다우존스산업평균지수는  하락한 만을 기록 중이다 스탠다드앤푸어스지수는  내린 을 나타내고 있다 나스닥종합지수는  밀린 을 가리키고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0003897032&office_id=421&mode=mainnews&type=&date=2019-03-22&page=1,-1.0
1163,1163,2019-03-22 16:54,금리무역분쟁 혼재아시아 증시 강보합,니혼게이자이신문은 미 장기 금리 하락 기대로 전날 뉴욕 증시에서 기술주와 주 거래가 많이 이뤄졌다며 기술주 상승 흐름을 받아 도쿄증권거래소에서도 반도체주가 매수세를 이어갔다고 설명했다다만 미일 금리 차 축소 우려로 전날보다 하락하는 면도 있었다며 제약회사 에자이의 임상 시험 중단 발표 년 만에 최저치를 기록한 년 만기 국채 수익률 등으로 인해 제약주 은행주가 약세를 보였다고 덧붙였다중국 상하이종합지수는 전날 대비  오른 로 거래를 마쳤다,https://finance.naver.com/news/news_read.nhn?article_id=0004192880&office_id=008&mode=mainnews&type=&date=2019-03-22&page=1,0.0
1164,1164,2019-03-22 16:42,연료통 빈 한국 증시간신히 상승 마감,외국인과 개인이 각각 억원 억원 순매수했다 은행과 의약품 종이목재 화학 섬유의복 비금속광물 증권 유통 음식료품 등은 투자자를 실망시켰다시가총액 상위 종목 중에서는등의 주가가 상승 마감했다등은 부진했다다음주에는 독일 싱크탱크 의 기업환경지수 미중 무역협상 미국 소비자신뢰지수 미국 분기  성장률 등의 이슈가 주식시장 참여자를 기다리고 있다이경민 대신증권 연구원은 최근 미국과 유럽 경제지표가 바닥권에서 회복세를 보이고 있다는 점은 다행스럽다며 당장 경기에 대한 불확실성이 증폭되기보다는 안도할 가능성이 높음을 시사한다고 했다,https://finance.naver.com/news/news_read.nhn?article_id=0000429814&office_id=366&mode=mainnews&type=&date=2019-03-22&page=1,0.0
1165,1165,2019-03-22 16:19,코스피   훈풍에 이틀째 상승,코스닥 지수는 포인트 상승한 에 마감했다코스피 시장에서 외국인과 개인은 각각 억원 억원 어치 사자에 나섰다 셀바스헬스케어는 한정 감사의견에  떨어졌다이날 코스닥 시장에서는 상한가 개 종목을 비롯해 개가 올랐다 하한가 없이 개가 떨어졌고 개 종목은 보합을 기록했다한편 서울 외환시장에서 원달러 환율은 전일대비 원 오른 원에 마감했다,https://finance.naver.com/news/news_read.nhn?article_id=0004192850&office_id=008&mode=mainnews&type=&date=2019-03-22&page=1,1.0
1167,1167,2019-03-22 16:02,코스피 기술주 훈풍에 상승대 중반 안착,서울뉴시스배훈식 기자  일 오후 서울 중구 하나은행 딜링룸 전광판에 코스피 지수가 전 거래일보다 포인트 오른 포인트를 나타내고 있다  서울뉴시스배훈식 기자  일 오후 서울 중구 하나은행 딜링룸 전광판에 코스피 지수가 전 거래일보다 포인트 오른 포인트를 나타내고 있다 지수는 전 거래일 대비  오른 에 출발해 장중 하락전환했으나 마감 직전 소폭 올랐다코스닥시장에서 외국인과 기관은 각각 억원 억원 순매도했다,https://finance.naver.com/news/news_read.nhn?article_id=0009129309&office_id=003&mode=mainnews&type=&date=2019-03-22&page=1,1.0
1168,1168,2019-03-22 11:38,죽음의 계절 증시 덮친 감사보고서 리스크,대기업인 아시아나항공이 감사의견 한정을 받은데 이어 코스닥 상장사들은 감사보고서 지연 제출이 부쩍 늘었다일 오전 시분 아시아나는 전일대비 원 급락한 만원을 나타내고 있다 한화의 경우 적정 감사의견을 받긴 했지만 자회사 결산 탓에 감사보고서 제출이 지연되면서 원래 기한보다 하루가 지난 일 보고서를 냈다코스닥 상장사들은 감사보고서 제출 지연이 투자심리 불안으로 이어지면서 주가가 급등락하고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0004192688&office_id=008&mode=mainnews&type=&date=2019-03-22&page=1,-1.0
1170,1170,2019-03-22 11:01,주총 가보니년째 감사 배호성만 퇴출,감사위원회와 달리 상근감사 미선임은 관리종목 지정 사유에 해당하지 않는다그러나 배 변호사가 지난 년간 의 경영과 회계 등을 감사해왔다는 점에서 이날 감사 재선임안 부결은 로선 부담요인이 될 전망이다이날 주총에 참석한 한 대 소액주주는 주총 분위기는 차분했고 주주들도 별다른 말이 없었다고 밝혔다한편 이날  주총은 승리의 버닝썬 게이트와 국세청 세무조사로 전방위 압박을 받고 있는 가운데 열려 여느 때보다 관심이 높았다,https://finance.naver.com/news/news_read.nhn?article_id=0001513554&office_id=016&mode=mainnews&type=&date=2019-03-22&page=1,-1.0
1171,1171,2019-03-22 10:57,강성부 펀드 사면초가평가손실 눈덩이,한진칼 경영 참여가 사실상 무산되면서 강성부 펀드가 난감해졌다 차입까지 동원한 주식 매입으로 막대한 손실위험에 처한 데다 추가적인 주가부양 동력 확보도 장담하기 어려운 처지가 됐다측은 한진칼 경영 참여를 위해 장내에서 주식을 공격적으로 매입해 왔다 한진칼 지분 평균매입단가는 만원대이지만 현주가는 만원대다 한진은 주당 만원대에서 주식을 매입했지만 현재 주가는 만원대로 하락 큰 투자 손실을 앉고 있다,https://finance.naver.com/news/news_read.nhn?article_id=0001513551&office_id=016&mode=mainnews&type=&date=2019-03-22&page=1,-1.0
1172,1172,2019-03-22 9:46,웅진 코웨이 인수 완료경영실력에 성패 달렸다,웅진렌탈을 포함 총 만명의 코디가 점유율 수성의 가장 큰 무기다조용선 증권 연구원은 글로벌 구독경제 시장이 년까지 약 억달러로 확대될 것으로 예상되면서 소비트렌드에 민감한 국내에서 대표적인 구독경제인 렌탈시장이 급속하게 성장하고 있다며 시장 전망이 밝으니 대기업집단도 후발주자로 참여하기 시작했다고 설명했다그룹사의 막강한 자금력을 등에업은 매직 현대렌탈케어 렌탈 등의 거센 도전이 변수다,https://finance.naver.com/news/news_read.nhn?article_id=0001513463&office_id=016&mode=mainnews&type=&date=2019-03-22&page=1,0.0
